NAME,URL,IMAGE_URL,PRICE,BRAND,VENDOR
Solar Shield Unisex Black Polarized SolarShield Sunglasses SA02,https://www.walmart.com/ip/Solar-Shield-Unisex-Black-Polarized-SolarShield-Sunglasses-SA02/311175990,https://i5.walmartimages.com/asr/67aa2618-ffac-4124-b9bf-6b3a68ccb42a_1.41d7fcf6c37c08a8bfcc261af26d6f7f.jpeg?odnHeight=376&odnWidth=282&odnBg=ffffff,$19.67 ,Solar Shield,Walmart
Versace Womens Sunglasses (VE2168) Black/Grey Metal - Polarized - 57mm,https://www.walmart.com/ip/Versace-Womens-Sunglasses-VE2168-Black-Grey-Metal-Polarized-57mm/191636358,https://i5.walmartimages.com/asr/2f89eb61-98e4-4205-ac1a-8bf1746bcc82_1.b0624672d4960a68139e1dd610dacf70.jpeg?odnHeight=376&odnWidth=282&odnBg=ffffff,$159.95 ,Versace,Walmart
Kenneth Cole Reaction Plastic Frame Smoke Gradient Lens Men's Sunglasses KC1058000B5,https://www.walmart.com/ip/Kenneth-Cole-Reaction-Plastic-Frame-Smoke-Gradient-Lens-Men-s-Sunglasses-KC1058000B5/39452312,https://i5.walmartimages.com/asr/f8c2ea48-aed4-45db-b88d-b94231a5f58c_1.23a96d93e3e15a1bbb36ef66d4480f0d.jpeg?odnHeight=376&odnWidth=282&odnBg=ffffff,$75.00 ,Kenneth Cole,Walmart
Slim Rimless Rectangular Metal & Wood Aviator Sunglasses - Gold Vapory Black,https://www.walmart.com/ip/Slim-Rimless-Rectangular-Metal-Wood-Aviator-Sunglasses-Gold-Vapory-Black/894337296,https://i5.walmartimages.com/asr/9be220c1-3c72-4ead-813a-eba3d8235455_1.a543ca927e7a489d0ccf6d5cc3e46baf.jpeg?odnHeight=376&odnWidth=282&odnBg=ffffff,$11.99 ,Grinder Punch,Walmart
Prada Women's Gradient PR27NS-1AB3M1-55 Black Round Sunglasses,https://www.walmart.com/ip/Prada-Women-s-Gradient-PR27NS-1AB3M1-55-Black-Round-Sunglasses/141001384,https://i5.walmartimages.com/asr/74d694a1-3076-462c-a285-b0404a2718fb_1.93e24176d34f69f10a695693a1c15600.jpeg?odnHeight=376&odnWidth=282&odnBg=ffffff,$180.39 ,Prada,Walmart
Foster Grant Women's Tort Rectangle Sunglasses J01,https://www.walmart.com/ip/Foster-Grant-Women-s-Tort-Rectangle-Sunglasses-J01/617294117,https://i5.walmartimages.com/asr/16828c43-c5f2-422d-b5a5-4bfb1067b557_1.1433c5ea00d7914ab3e5c3ddf74f01bd.jpeg?odnHeight=376&odnWidth=282&odnBg=ffffff,$8.00 ,Foster Grant,Walmart
Kenneth Cole Reaction Plastic Frame Silver Flash Lens Men's Sunglasses KC13175927C,https://www.walmart.com/ip/Kenneth-Cole-Reaction-Plastic-Frame-Silver-Flash-Lens-Men-s-Sunglasses-KC13175927C/758958568,https://i5.walmartimages.com/asr/42b359f5-2b00-4e3f-a1e4-f6360f667143_1.1322e7da78f75ae165315eec5c30ee91.jpeg?odnHeight=376&odnWidth=282&odnBg=ffffff,$75.00 ,Kenneth Cole,Walmart
MLC Eyewear Fashion Wired Frame Retro Skinny Rectangular Lens Sunglasses L24,https://www.walmart.com/ip/MLC-Eyewear-Fashion-Wired-Frame-Retro-Skinny-Rectangular-Lens-Sunglasses-L24/893225735,https://i5.walmartimages.com/asr/b5cdd6cf-b5d0-474f-877a-634f9291a5d8_1.0357603eae0c17d2d854cd0f005d49a4.jpeg?odnHeight=376&odnWidth=282&odnBg=ffffff,$12.50 ,MLC Eyewear,Walmart
Ray-Ban RB2140 Wayfarer Square Sunglasses,https://www.walmart.com/ip/Ray-Ban-RB2140-Wayfarer-Square-Sunglasses/792547048,https://i5.walmartimages.com/asr/83dd73d8-e377-4a1f-ac12-2f4e1b29d942_1.3a7ba55f2da8750dd1a9a72ec5d356cd.jpeg?odnHeight=376&odnWidth=282&odnBg=ffffff,$154.00 ,Ray-Ban,Walmart
Janie And Jack Boy's Gradient Ombre Sunglasses 4 Up 200397825 Blue Rectangle,https://www.walmart.com/ip/Janie-And-Jack-Boy-s-Gradient-Ombre-Sunglasses-4-Up-200397825-Blue-Rectangle/339196800,https://i5.walmartimages.com/asr/226c2fd4-cbd7-44d4-be2d-6fad06553e39.6fa42c2f66c9bfafb86c0e5bad8dbd2f.jpeg?odnHeight=376&odnWidth=282&odnBg=ffffff,$15.00 ,Janie and Jack,Walmart
Rectangular Frame Men Women Designer Sunglasses Clear Lens RX Optical Eye Glasse,https://www.walmart.com/ip/Rectangular-Frame-Men-Women-Designer-Sunglasses-Clear-Lens-RX-Optical-Eye-Glasse/998240334,https://i5.walmartimages.com/asr/5377f619-eb10-4970-953b-51da3e8e924b_1.5193d54e52848bcfe2332579f41e9403.jpeg?odnHeight=376&odnWidth=282&odnBg=ffffff,$7.99 ,Sunny Shades,Walmart
Kenneth Cole Reaction Metal Frame Pink Flash Lens Ladies Sunglasses KC13155167U,https://www.walmart.com/ip/Kenneth-Cole-Reaction-Metal-Frame-Pink-Flash-Lens-Ladies-Sunglasses-KC13155167U/591600666,https://i5.walmartimages.com/asr/4ded4397-d2c6-48f9-9217-1500e1593646_1.cd3a3dc6f7db4881b74b61c1d4a40fa6.jpeg?odnHeight=376&odnWidth=282&odnBg=ffffff,$75.00 ,Kenneth Cole,Walmart
Guess Women's Gradient Gu7595 GU7595-52F-56 Brown Rectangle Sunglasses,https://www.walmart.com/ip/Guess-Women-s-Gradient-Gu7595-GU7595-52F-56-Brown-Rectangle-Sunglasses/206018933,https://i5.walmartimages.com/asr/9dc292ec-5892-458f-be11-427cf4afa670.7acebb8478f73a403a87b91f47dc18fd.jpeg?odnHeight=376&odnWidth=282&odnBg=ffffff,$78.00 ,GUESS,Walmart
MICHAEL KORS Sunglasses MK2024 ADRIANNA II 310613 Dark Tortoise/Gold 57MM,https://www.walmart.com/ip/MICHAEL-KORS-Sunglasses-MK2024-ADRIANNA-II-310613-Dark-Tortoise-Gold-57MM/132306941,https://i5.walmartimages.com/asr/237a66f0-219a-4522-bb4c-d946d361fa88_1.cdfc7053a369b229c89c9643d4e29616.jpeg?odnHeight=376&odnWidth=282&odnBg=ffffff,$67.68 ,Michael Kors,Walmart
Texas West Sunglasses with Turquoise Agate Cross Concho and Bling Rhinestone Accents,https://www.walmart.com/ip/Texas-West-Sunglasses-with-Turquoise-Agate-Cross-Concho-and-Bling-Rhinestone-Accents/540781503,https://i5.walmartimages.com/asr/31cb1192-dcc1-448e-919a-28df05f36cef_1.e3cedc81fd6747b73dc5f1525db130dd.jpeg?odnHeight=376&odnWidth=282&odnBg=ffffff,$22.99 ,Texas West,Walmart
Kenneth Cole Reaction Plastic Frame Brown Flash Gold Mirror Lens Ladies Sunglasses KC12526127G,https://www.walmart.com/ip/Kenneth-Cole-Reaction-Plastic-Frame-Brown-Flash-Gold-Mirror-Lens-Ladies-Sunglasses-KC12526127G/102338225,https://i5.walmartimages.com/asr/be8dc5b1-b8f8-4555-9a13-e1341d1a9426.abedd488b986a9a813a177db8a0049e4.jpeg?odnHeight=376&odnWidth=282&odnBg=ffffff,$75.00 ,Kenneth Cole,Walmart
"Jessica Simpson Women's Rectangular Sunglasses with 100% UV Protection, 70 mm",https://www.walmart.com/ip/Jessica-Simpson-Women-s-Rectangular-Sunglasses-with-100-UV-Protection-70-mm/824041600,https://i5.walmartimages.com/asr/f988ea95-f134-4a1e-a77b-f8ea3333cf2e_1.9fb7144b286ab9512ebc7cc70e7bcd9e.jpeg?odnHeight=376&odnWidth=282&odnBg=ffffff,$36.00 ,Jessica Simpson,Walmart
Yachter's Choice Kingfish Sunglasses with Grey Polarized Lenses,https://www.walmart.com/ip/Yachter-s-Choice-Kingfish-Sunglasses-with-Grey-Polarized-Lenses/33277180,https://i5.walmartimages.com/asr/f336496a-ec3b-4c81-8e21-41edf732c2ee_1.34b71aef20e767f9270c98c04af969e4.jpeg?odnHeight=376&odnWidth=282&odnBg=ffffff,$17.95 ,Yachter's Choice,Walmart
Gucci Grey Brown Rectangular Men's Sunglasses GG0341S 002 56,https://www.walmart.com/ip/Gucci-Grey-Brown-Rectangular-Men-s-Sunglasses-GG0341S-002-56/140626579,https://i5.walmartimages.com/asr/0b39117d-de3b-4874-9f44-571eb40827ad_1.16fea3dcf60ecd2c77e440e2adb4af0a.jpeg?odnHeight=376&odnWidth=282&odnBg=ffffff,$231.14 ,Gucci,Walmart
"Jessica Simpson Women's Metal Aviator Sunglasses with 100% UV Protection, 60 mm",https://www.walmart.com/ip/Jessica-Simpson-Women-s-Metal-Aviator-Sunglasses-with-100-UV-Protection-60-mm/546573678,https://i5.walmartimages.com/asr/82efd8bc-5190-4ebe-8298-ca85c44e29dd.df534e45d80cbec3036acdfb2e81cc68.jpeg?odnHeight=376&odnWidth=282&odnBg=ffffff,$40.00 ,Jessica Simpson,Walmart
Oakley Men's OO9102 Holbrook Square Sunglasses,https://www.walmart.com/ip/Oakley-Men-s-OO9102-Holbrook-Square-Sunglasses/647339089,https://i5.walmartimages.com/asr/caf76c98-bd2d-438d-a8a5-080d422847db.4efe35a6dde4eebca46c1e29e5ea850b.jpeg?odnHeight=376&odnWidth=282&odnBg=ffffff,$136.00 ,Oakley,Walmart
MLC Eyewear Small Tiny Rectangular Box Frame Sleek Fashion Sunglasses,https://www.walmart.com/ip/MLC-Eyewear-Small-Tiny-Rectangular-Box-Frame-Sleek-Fashion-Sunglasses/977397738,https://i5.walmartimages.com/asr/ec4e930f-d63d-4d50-9a88-9871bfa68d4a_1.f9127e48cfd2d4d601a0c4691077b02c.jpeg?odnHeight=376&odnWidth=282&odnBg=ffffff,$11.40 ,MLC Eyewear,Walmart
Ray-Ban Justin Color Mix Nylon Frame Mirror Violet Lens Unisex Sunglasses RB4165,https://www.walmart.com/ip/Ray-Ban-Justin-Color-Mix-Nylon-Frame-Mirror-Violet-Lens-Unisex-Sunglasses-RB4165/645337656,https://i5.walmartimages.com/asr/f671e36b-2849-4a11-aae4-13e609b72d55_1.233109dc16d95e22385351430e63eb66.jpeg?odnHeight=376&odnWidth=282&odnBg=ffffff,$76.20 ,Ray-Ban,Walmart
Ray-Ban Clubmaster Sunglasses RB4175 877 Black 57MM,https://www.walmart.com/ip/Ray-Ban-Clubmaster-Sunglasses-RB4175-877-Black-57MM/48984207,https://i5.walmartimages.com/asr/eebea614-4945-4a5a-bd64-1aaee2a21f43_1.2bdf413a8a17e3dbfa3410bc10c97560.jpeg?odnHeight=376&odnWidth=282&odnBg=ffffff,$150.00 ,Ray-Ban,Walmart
Tom Ford Women's Gradient Ava FT0572-28B-57 Gold Round Sunglasses,https://www.walmart.com/ip/Tom-Ford-Women-s-Gradient-Ava-FT0572-28B-57-Gold-Round-Sunglasses/980860692,https://i5.walmartimages.com/asr/1fcee08d-f264-4b5d-9b1f-0ee12e5b9813_1.ee319a24bfcb07a561e5c3eb43c26a23.jpeg?odnHeight=376&odnWidth=282&odnBg=ffffff,$505.94 ,Tom Ford,Walmart
Ray-Ban Original Wayfarer Classic Sunglasses - RB2140-902/57-50,https://www.walmart.com/ip/Ray-Ban-Original-Wayfarer-Classic-Sunglasses-RB2140-902-57-50/47666156,https://i5.walmartimages.com/asr/919aa911-b30f-4788-a95e-f868629c4ad2_1.6bc02562156531e80866e8af7e881c2b.jpeg?odnHeight=376&odnWidth=282&odnBg=ffffff,$202.00 ,Ray-Ban,Walmart
Dolce & Gabbana Women's Gradient DG4268-502/13-52 Brown Round Sunglasses,https://www.walmart.com/ip/Dolce-Gabbana-Women-s-Gradient-DG4268-502-13-52-Brown-Round-Sunglasses/167371515,https://i5.walmartimages.com/asr/4350f321-e4c2-44f8-be9b-cfd904655768_1.3f7a3057ec4fccbcb264513597525b7a.jpeg?odnHeight=376&odnWidth=282&odnBg=ffffff,$156.47 ,Dolce & Gabbana,Walmart
Prada Linea Rossa 10US Active Sunglasses DG09Q1 Black,https://www.walmart.com/ip/Prada-Linea-Rossa-10US-Active-Sunglasses-DG09Q1-Black/931643524,https://i5.walmartimages.com/asr/b09872c9-7b11-4036-8676-ccfc8115d84d.3e585eff49efbc18070a3fa94c3d48fd.jpeg?odnHeight=376&odnWidth=282&odnBg=ffffff,$158.99 ,Prada Linea Rossa,Walmart
"Tom Ford Women's ""Penelope"" Oversized Round Sunglasses FT0320",https://www.walmart.com/ip/Tom-Ford-Women-s-Penelope-Oversized-Round-Sunglasses-FT0320/49704450,https://i5.walmartimages.com/asr/6d0576c5-701d-44f1-9ba3-a8785970423f_1.28a51c581a10073fab8ce6ebcddb6bb5.jpeg?odnHeight=376&odnWidth=282&odnBg=ffffff,$194.99 ,Tom Ford,Walmart
Gucci 0036S 002 Black 0036S Square Sunglasses Lens Category 3 Size 54mm,https://www.walmart.com/ip/Gucci-0036S-002-Black-0036S-Square-Sunglasses-Lens-Category-3-Size-54mm/344540023,https://i5.walmartimages.com/asr/73667787-35a9-49f5-9866-d2e44dc814a9_1.fc6323cd6f4ed1bd9f23583d780350c3.jpeg?odnHeight=376&odnWidth=282&odnBg=ffffff,$390.00 ,Gucci,Walmart
Fendi FF0290/S 0807/9O Black Cat Eye Sunglasses,https://www.walmart.com/ip/Fendi-FF0290-S-0807-9O-Black-Cat-Eye-Sunglasses/235856227,https://i5.walmartimages.com/asr/75e840fb-eac0-4b4e-beaf-16517e6bc491.0eb7feef9122fe2a75b5f0392f338ca0.jpeg?odnHeight=376&odnWidth=282&odnBg=ffffff,$219.99 ,Fendi,Walmart
Dior Sunglasses Dior So Real Sunglasses B1AY1 Silver and Black 48mm,https://www.walmart.com/ip/Christian-Dior-DIOR-SUNG-SOREAL-AOOMD-48-48-22-140-mm-Sunglasses-Havana-44-Silver-Gunmetal-Frame-Grey-Gradient-Lens/120446084,https://i5.walmartimages.com/asr/670fdc44-84e8-400e-84a0-d5771cdecc22_1.43c0393a61e22e624c68db15ca979218.jpeg?odnHeight=376&odnWidth=282&odnBg=ffffff,$119.99 ,Dior,Walmart
Gucci GG0022S Designer Sunglasses Lens 57 mm,https://www.walmart.com/ip/Gucci-GG0022S-Designer-Sunglasses-Lens-57-mm/723486235,https://i5.walmartimages.com/asr/a1b3421c-3eaa-49c9-8933-fe2dc7c1ee97_1.c3f3cc4bcb6ac44e92b29184f5f61561.jpeg?odnHeight=376&odnWidth=282&odnBg=ffffff,$275.00 ,Gucci,Walmart
Salvatore Ferragamo Sunglasses SF675S 001 Black Round Women 55x18x135,https://www.walmart.com/ip/Salvatore-Ferragamo-Sunglasses-SF675S-001-Black-Round-Women-55x18x135/168908440,https://i5.walmartimages.com/asr/008aca5a-dfe6-4c7c-afc7-17af84055d2f_1.9a22ede36f968e46947337553f70d4c7.jpeg?odnHeight=376&odnWidth=282&odnBg=ffffff,$69.00 ,Salvatore Ferragamo,Walmart
sunglasses fendi ff 265 /s 009q brown / lc violet lens,https://www.walmart.com/ip/sunglasses-fendi-ff-265-s-009q-brown-lc-violet-lens/633187017,https://i5.walmartimages.com/asr/ef6e1979-fc1d-46a4-8d6e-1a00bb345da6_1.8b3a9d1cb9d08c0481e14a94105a8746.jpeg?odnHeight=376&odnWidth=282&odnBg=ffffff,$91.48 ,Fendi,Walmart
"Tom Ford Women's ""Angus"" Shield Sunglasses FT0560",https://www.walmart.com/ip/Tom-Ford-Women-s-Angus-Shield-Sunglasses-FT0560/613163474,https://i5.walmartimages.com/asr/44d8d92e-e87d-48d7-957c-004e77329c87_1.4f28e7c3fcfb91dfcf7ac94f10c9bd38.jpeg?odnHeight=376&odnWidth=282&odnBg=ffffff,$89.99 ,Tom Ford,Walmart
Fendi F Is Fendi FF 0323 3YG GB Womens Cat-Eye Sunglasses,https://www.walmart.com/ip/Fendi-F-Is-Fendi-FF-0323-3YG-GB-Womens-Cat-Eye-Sunglasses/143987250,https://i5.walmartimages.com/asr/7b073cf1-cca2-4a3e-ae51-32346c7c931f.748ca86a3ddbbdb58a6e5d1144463f69.jpeg?odnHeight=376&odnWidth=282&odnBg=ffffff,$188.99 ,Fendi,Walmart
Polaroid Core Pld 4034/S Sunglasses 0MNV 54 Gray (Y2 gray,https://www.walmart.com/ip/Polaroid-Core-Pld-4034-S-Sunglasses-0MNV-54-Gray-Y2-gray/629092782,https://i5.walmartimages.com/asr/9d73db86-2efd-4b52-b58f-8e99a9477c87_1.2e7722da37ddd9a582a7c372d8093d58.jpeg?odnHeight=376&odnWidth=282&odnBg=ffffff,$132.00 ,Polaroid Core,Walmart
Versace VE4322-108/13 Havana Cat Eye Brown Gradient Lens Women's Sunglasses,https://www.walmart.com/ip/Versace-VE4322-108-13-Havana-Cat-Eye-Brown-Gradient-Lens-Women-s-Sunglasses/683696737,https://i5.walmartimages.com/asr/204deb16-a06b-40d5-9638-0d1ef312de79_1.bb065988c2e057dba54e952ae496902a.jpeg?odnHeight=376&odnWidth=282&odnBg=ffffff,$124.00 ,Versace,Walmart
GUCCI GG0164S 001 Black Cateye Sunglasses,https://www.walmart.com/ip/GUCCI-GG0164S-001-Black-Cateye-Sunglasses/692630469,https://i5.walmartimages.com/asr/8cda9f86-1985-410d-99d5-a82a412e51ae_1.7ed393b12f2752919e6f622029e9151f.jpeg?odnHeight=376&odnWidth=282&odnBg=ffffff,$252.47 ,Gucci,Walmart
